ProductID;CodOnline;Pret Rovision fara TVA;Pret Rovision cu TVA;Pret SillyCode;Profi;Nume;Descriere;Brand;Categorie Principala;Categorie Secundara;Status;Imagine;Imagini Secundare;Imagini
93447;201901014387;518,11;642,4564;709,8107;67,3543;Sistem supraveghere video, 4 camere, exterior, 2 MP 1080P FULL HD, IR30m, DVR, HDD 500 GB, accesorii full;"<h2><strong>Sistem Supraveghere Video</strong></h2>
Sistem Supraveghere Video profesional complet format din 4 camere pentru exterior cu rezolutia de 2 MP 1080P full hd IR30m live internet , full, accesorii. Posibilitate de vizualizare a imaginilor in timp real de pe telefon, tableta, PC, laptop (Pentru aplicatie si tutorial video click <span style=color: #d0121a;><a href=https://rovision.ro/aplicatii-utile-si-conectare-dvr-la-internet/>AICI</a></span>)
<h2><strong>Sistem supraveghere video contine :</strong></h2>
- 4 x Camera supraveghere pentru exterior AHD 1080P full hd 30m IR <strong>ZAN30W-200 </strong>

- 1 x DVR 6 IN 1 4 CANALE 1080P, 5MP-N <strong>ROV504</strong>

- 1 x Sursa Alimentare <strong>12V 5A</strong> pentru camere de supraveghere new model high performance

- 4 x Cablu supraveghere sertizat <strong>10 m</strong>

- 1 x Cablu splitter distribuitor alimentare <strong>5 iesiri tata</strong>

- 1 x HDD <strong>500GB </strong>refurbished
<h3><strong>Prezentare si asamblare acest kit:</strong></h3>
<p style=text-align: center;><iframe title=YouTube video player src=https://www.youtube.com/embed/LcMXD-UPXHM width=560 height=315 frameborder=0 allowfullscreen=allowfullscreen></iframe></p>
&nbsp;

&nbsp;
<h3><strong>Detalii Sistem supraveghere video: </strong><strong>   </strong></h3>
<ul>
 	<li><strong>ZAN30W-200</strong> este o camera de supraveghere de exterior full hd 1080P cu lentila fixa, 30m infrarosu si 24 led tehnologie AHD. Construita pe tehnologie AHD, camera de supraveghere video ZAN30W-200 este recomandata pentru instalarea la exterior.</li>
</ul>
<ul>
 	<li>Este in clasa de protectie la intemperii IP66, putand opera la temperaturi variind intre -20 si +50 grade Celsius. Camera include un senzor 1/2.9” ccd Aptina FH8536 (V30E)+ AR0337, rezolutia fiind de 1920x1080. Ea poate transmite pana la distanta maxima de 500m. Camera vine cu lentila fixa de 3.6 mm, ceea ce este util pentru zonele in care obiectele se afla la mare distanta de camera.</li>
</ul>
<ul>
 	<li>Aceasta, alaturi de constructia speciala cu carcasa de plastic metalizat, recomanda camera pentru monitorizarea intrarilor in institutii sau blocuri, parcari, centre comerciale, garaje sau cladiri de birouri. In constructia camerei remarcam 24 de LED-uri care cresc performanta camerei pe timpul noptii. Senzorul IR permite vizibilitatea obiectelor pe intuneric pana la 30m.</li>
</ul>
<ul>
 	<li>Camera vine si cu functie Backlight compensation, ea putand compensa pentru iluminarea din fundal, optimizand expunerea automata a camerei. Camera are si functie IR-Cut filter, adica ofera imagini color in timpul zilei. Odata cu diminuarea luminii in timpul zilei, camera va trece automat la modul nocturn utilizand lumina infrarosie pentru a oferi imagini alb-negru de inalta calitate. Remarcam si functia white balance pentru camera care va permite ajustarea culorilor astfel incat culorile sa para cat mai naturale.</li>
 	<li>Lista functiilor continua cu senzorul de prezenta inclus, ceea ce creste versitilitatea camerei. Este necesara o alimentare 12V+/-10%, 450mA pentru functionarea camerei de monitorizare. Pretul extrem de accesibil transforma camera intr-o optiune sigura pentru multe bugete limitate si scenarii simple de monitorizare.</li>
</ul>
&nbsp;

&nbsp;

<img class=wp-image-174247 aligncenter src=https://rovision.ro/wp-content/uploads/2019/10/58df5927-e536-4111-aa90-3c6721c80edc.jpg alt= width=438 height=439 />
<h3><strong>Specificatii:</strong></h3>
<ul>
 	<li>Camera supraveghere exterior Weatherproof full hd ZAN30W-200 CRIS 36 200N</li>
 	<li>tehnologie AHD</li>
 	<li>sensor 1/2.9 ccd Aptina FH8536(V30E) + AR0337</li>
 	<li>resolutie 1080P/2MP</li>
 	<li>1920x1080</li>
 	<li>Minima iluminare 0.01Lux</li>
 	<li>transmisie distanta pana in 500 m</li>
 	<li>lentila fixa, 3.6 mm</li>
 	<li>carcasa plastic metalizat</li>
 	<li>leduri 36 buc</li>
 	<li>distanta infrarosu 30 m</li>
 	<li>senzor de prezenta</li>
 	<li>balance de alb</li>
 	<li>Backlight compensation</li>
 	<li>IR-Cut Filter</li>
 	<li>IP66</li>
 	<li>temperatura operare -20C +50C</li>
 	<li>alimentare 12V±10%, 450mA</li>
 	<li>Dimensiuni 82mmx251mm(L)</li>
 	<li>Greutate 461g</li>
</ul>
&nbsp;

<strong>DVR ROV504</strong> 5 MP-N 4 canale Rovision 6 in 1 compresie H265. Functioneaza cu orice camera AHD pana in 5 megapixeli .
<ul>
 	<li>Utilizare intuitiva prin folosirea unei interfete grafice cu pictograme</li>
 	<li>Vizualizare in timp real 25fps pe fiecare canal la rezolutie 1080P si 5MP-N la camerele AHD</li>
 	<li>Inregistrare 1080P/14fps, 720P/25fps, 960H/25fps</li>
 	<li>Compresie video H.265X (reduce marimea fisierelor si permite inregistrarea pe perioade mai  indelungate)</li>
 	<li>Stocare pe HDD (pana la 6TB)</li>
 	<li>Software propriu pentru vizualizarea live de pe telefon prin Cloud folosind aplicatia descarcata de pe Magazinul de aplicatii aferent telefonului</li>
 	<li>Port-uri VGA si HDMI pentru conectarea la orice televizor/monitor</li>
 	<li>Port-uri USB pentru periferice si pentru backup rapid pe USB</li>
 	<li>Port RJ45 pentru conectarea la internet</li>
</ul>
&nbsp;
<h3><strong>Contine:</strong></h3>
<ul>
 	<li>Mouse</li>
 	<li>Alimentator 12V/2A</li>
 	<li>Suruburi pentru fixarea HDD-ului</li>
 	<li>Manual de instalare</li>
</ul>
<img class=alignnone size-large wp-image-116871 src=https://rovision.ro/wp-content/uploads/2019/08/DVR-ROV-504-1024x677.png alt= width=1024 height=677 />

<strong>                 CAMERE EFICIENTE IN INTUNERIC</strong> Datorita senzorului de imagine de ultima generatie ce lucreaza cu iluminatorul IR integrat, camerele ofera imagini clare si fara interferente si in conditii de lumina scazuta sau inexistenta.

MONITORIZARE LIVE DE PE TELEFON / PC / TABLETA Cu cateva <a href=https://rovision.ro/aplicatii-utile-si-conectare-dvr-la-internet/><span style=color: #d0121a;>setari</span> </a>veti avea acces de oriunde, prin internet, la sistemul video folosind orice smartphone, tableta, calculator. Puteti urmari live camerele sau sa accesati inregistrarile stocate.

<a href=https://rovision.ro/produs/autocolant-supraveghere-video-rovision/><span style=color: #d0121a;>Adauga autocolant supraveghere</span></a>

<strong>Kit supraveghere profesional, raport calitate pret foarte bun, foarte usor de instalat si configurat, cu toate accesoriile incluse.</strong>

&nbsp;
<p style=text-align: center;><strong>* Acest sistem de supraveghere poate fi montat cu usurinta de orice persoana, chiar si fara cunostinte tehnice*</strong><a href=https://www.cameresupraveghereieftine.ro/accesorii-montaj/1848-autocolant-supraveghere-video-rovision-201901013337>
</a></p>";Rovision;Kit supraveghere Video;Kit supraveghere 4 Camere;instock;https://rovision.ro/wp-content/uploads/2019/06/Untitled.jpgzan4.jpg;https://rovision.ro/wp-content/uploads/2021/07/72657_44884_2641024.jpg,https://rovision.ro/wp-content/uploads/2021/07/72659_44886_2641027.jpg,https://rovision.ro/wp-content/uploads/2019/10/58df5927-e536-4111-aa90-3c6721c80edc.jpg;https://rovision.ro/wp-content/uploads/2019/06/Untitled.jpgzan4.jpg,https://rovision.ro/wp-content/uploads/2021/07/72657_44884_2641024.jpg,https://rovision.ro/wp-content/uploads/2021/07/72659_44886_2641027.jpg,https://rovision.ro/wp-content/uploads/2019/10/58df5927-e536-4111-aa90-3c6721c80edc.jpg
71628;201801014817;765,59;956,9875;1033,5465;76,559;Kit complet 6 camere supraveghere exterior 2MP 20m IR, DVR Hikvision;"<strong>Kitul contine:</strong>

<strong>6 Camere exterior 2MP AHD</strong>
<ul>
 	<li><strong>Senzor: ccd Aptina FH8536(V30E) + AR0337</strong></li>
 	<li><strong>Rezolutie: 1980(H)x1080(V)</strong></li>
 	<li><strong>Lentila: 3.6mm</strong></li>
 	<li><strong>Distanta IR: 20M, IR Cut Filter</strong></li>
 	<li><strong>Temperatură de functionare: -30°C~+50°C</strong></li>
 	<li><strong>Alimentare: 12V , 450mA</strong></li>
 	<li><strong>Carcasa: plastic tip bullet</strong></li>
 	<li><strong>IP 66</strong></li>
</ul>
<strong>1 DVR Hikvision 8 canale DS-7108HGHI</strong>
<ul>
 	<li><strong>DVR TurboHD 8 canale, 720p, compresie H.264+, FullHD HDMI out</strong></li>
 	<li><strong>inregistreaza 8 canale video TurboHD 720p 25 fps; recomandat a fi folosit cu camere 720p</strong></li>
 	<li><strong>inregistreaza camere AHD 1080p 12 fps si AHD 720p la 25fps</strong></li>
 	<li><strong>cablare cu cablu coaxial de pana la 800metri (RG6) pentru camere Hikvision TurboHD, se folosesc conectori BNC</strong></li>
 	<li><strong>gestioneaza 1 HDD SATA de pana la 10TB</strong></li>
 	<li><strong>vizualizare inregistrari simultan 8 camere video; 1X AUDIO IN</strong></li>
 	<li><strong>iesiri video Full HD 1080p HDMI out; IMAGINI EXCELENTE; VGA out pentru service</strong></li>
 	<li><strong>Smart search for efficient playback (ch1)</strong></li>
 	<li><strong>Utilizeaza simultan camere analogice clasice, HIKVISION TurboHD pana la 2 MegaPixel si AHD</strong></li>
</ul>
<strong>1 Rola cablu coaxial 100m</strong>
<ul>
 	<li><strong>RG59 coaxial+ Power cable, </strong></li>
 	<li><strong>2x0.5mm CCS(aluminiu cuprat)+FPE+Aluminum </strong></li>
 	<li><strong>foil+48*0.12mm CCA</strong></li>
 	<li><strong>braid+PVC jacket</strong></li>
 	<li><strong>with 2core (0.12*14)</strong></li>
 	<li><strong>CCA power cable with PVC jacket black color 100M/rola</strong></li>
 	<li><strong>PE film packing</strong></li>
</ul>
<strong>1 Sursa 12V 10A </strong>

<strong>12 Conectori BNC</strong>

<strong>6 Mufe Tata</strong>

<strong>1 Cablu HDMI</strong>

<strong>Raport pret / calitate excelent unic pe piata</strong>
<strong>Va mai trebuie doar hard daca doriti si inregistrari salvate.</strong>";Hikvision;Kit supraveghere Video;Kit supraveghere 6 Camere;instock;https://rovision.ro/wp-content/uploads/2021/08/26427_kit-complet-6-camere-supraveghere-exterior-2mp-30m-ir-dvr-hikvision-0.jpg;https://rovision.ro/wp-content/uploads/2021/08/71157_kit-complet-6-camere-supraveghere-exterior-2mp-30m-ir-dvr-hikvision-0.jpg;https://rovision.ro/wp-content/uploads/2021/08/26427_kit-complet-6-camere-supraveghere-exterior-2mp-30m-ir-dvr-hikvision-0.jpg,https://rovision.ro/wp-content/uploads/2021/08/71157_kit-complet-6-camere-supraveghere-exterior-2mp-30m-ir-dvr-hikvision-0.jpg
78679;SUP.2.401;18,7;23,001;25,245;2,244;Suport plastic prindere coliere (100 buc.);"Suport plastic prindere coliere (100 buc.)
Suport de plastic cu ureche speciala de prindere coliere.
Unitate de imachetare: punga 100 buc.

Model / producator: <b>SapiSelco</b><br style=mso-data-placement: same-cell; />Utilizare: <b>Pentru prinderea colierelor de plastic</b><br style=mso-data-placement: same-cell; />Unitate de imachetare: <b>punga 100 buc. </b><br style=mso-data-placement: same-cell; />Culoare: <b>Alb</b><br style=mso-data-placement: same-cell; />";SapiSelco;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2021/07/27674_img2728large-0.png;https://rovision.ro/wp-content/uploads/2021/07/65516_img2728large.png;https://rovision.ro/wp-content/uploads/2021/07/27674_img2728large-0.png,https://rovision.ro/wp-content/uploads/2021/07/65516_img2728large.png
78687;UTP-CAT5e-CU;461,13;567,1899;622,5255;55,3356;Cablu UTP, cat 5E, CUPRU;"Cablu UTP, cat 5E, CUPRU 100%
4x2 fire torsodate din CUPRU MASIV 0.51 mm (fire din cupru 100%) 4x2x24 AWG CAT 5e. <span style=color: #ff0000;><strong>Certificat CE, Test Fluke</strong></span>. Cutie 305m. Greutate: 10.04 Kg/cutie

&nbsp;

Model / producator: <b>ELAN Italia</b><br style=mso-data-placement: same-cell; />Conductor: <b>0.51mm cupru solid 100%</b><br style=mso-data-placement: same-cell; />Izolatie externa: <b>HDPE</b><br style=mso-data-placement: same-cell; />Impedanta: <b>100+/-15 Ohm</b><br style=mso-data-placement: same-cell; />Rezistenta nebalansata: <b>max. 2.5 %</b><br style=mso-data-placement: same-cell; />Temperatura de operare: <b>-20Â°C ... +60Â°C</b><br style=mso-data-placement: same-cell; />Greutate: <b>cca. 10 kg / rola 305 m</b><br style=mso-data-placement: same-cell; />Ambalaj: <b>Cutie 305m (inteligent-box)</b><br style=mso-data-placement: same-cell; />";Elan;Accesorii Montaj CCTV;Cablu utp si ftp;instock;https://rovision.ro/wp-content/uploads/2019/06/img1724large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img1724large-0.png
78692;CAB-LC2100B-E-IN;317,69;390,7587;428,8815;38,1228;Cablu UTP cat5e 0.45mm, cupru integral, cutie 305 metri - UNV CAB-LC2100B-E-IN;<br />Model / producator: <b>UNV (Uniview)</b><br />Conductor: <b>0.45 mm cupru solid 100%</b><br />Izolatie externa: <b>HDPE</b><br />Impedanta: <b>100+/-15 Ohm</b><br />Rezistenta nebalansata: <b>max. 2.5 %</b><br />Temperatura de operare: <b>-20°C ... +60°C</b><br />Greutate: <b>cca. 9.5 kg / rola 305 m</b><br />Ambalaj: <b>Cutie 305m</b><br />Dimensiune: <b>340mmx220mmx340mm</b><br />;UNV;Accesorii Montaj CCTV;Cablu utp si ftp;instock;https://rovision.ro/wp-content/uploads/2022/02/116804_img3972large.png;;https://rovision.ro/wp-content/uploads/2022/02/116804_img3972large.png
78706;MYYM-3X1.5;236,94;291,4362;319,869;28,4328;Cablu alimentare 3X1.5 MYYM, 100m MYYM-3X1.5;"CABLU FLEXIBIL CU MANTA DIN PVC PENTRU ALIMENTAREA APARATELOR ELECTRICE CU O SOLICITARE MEDIE LA TENSIUNI DE 300/500V UNITATE DE VANZARE/ AMBALARE : COLACI DE 100m

Tip cablu: <b>Alimentare</b><br />Categoria: <b>MYYM</b><br />Sectiune: <b>1.5 mm</b><br />Nr. fire: <b>3</b><br />Culoare izolatie exterioara: <b>ALBA</b><br />";Rovision;Accesorii Montaj CCTV;Cablu alimentare;instock;https://rovision.ro/wp-content/uploads/2021/05/27680_img1537large-0.png;https://rovision.ro/wp-content/uploads/2021/06/65444_img1537large.png;https://rovision.ro/wp-content/uploads/2021/05/27680_img1537large-0.png,https://rovision.ro/wp-content/uploads/2021/06/65444_img1537large.png
78777;DLX-245-53;8,29;10,1967;11,1915;0,9948;Keystone Jack LAN Cat 5 pentru RJ45- DLX;"Modul Keystone Jack CAT 5 pentru transmisii de date (RJ45).

&nbsp;

Producator: <b>DLX Electric</b>
Tip conector: <b>RJ45 (internet)</b>
Categorie: <b>5e</b>
Nr. pini: <b>8</b>
Tip conexiune: <b>sertizare automata</b>
";DLX Electric;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2021/06/27719_img3072large-0.png;https://rovision.ro/wp-content/uploads/2021/06/65940_img3072large.png;https://rovision.ro/wp-content/uploads/2021/06/27719_img3072large-0.png,https://rovision.ro/wp-content/uploads/2021/06/65940_img3072large.png
78778;DLX-245-54;10,2;12,546;13,77;1,224;Keystone Jack LAN Cat 6 pentru RJ45- DLX;"<p>Modul Keystone Jack CAT&nbsp;6 pentru transmisii de date (RJ45).</p> <p>&nbsp;</p> <p> </p><br />Producator: <b>DLX Electric</b><br />Tip conector: <b>RJ45 (internet)</b><br />Categorie: <b>6e</b><br />Nr. pini: <b>8</b><br />Tip conexiune: <b>sertizare automata</b><br />";DLX Electric;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2021/07/25869_img3073large-0.png;https://rovision.ro/wp-content/uploads/2021/07/65941_img3073large.png;https://rovision.ro/wp-content/uploads/2021/07/25869_img3073large-0.png,https://rovision.ro/wp-content/uploads/2021/07/65941_img3073large.png
78781;DLX-245-56;28,69;35,2887;38,7315;3,4428;Panel echipat cu socket TV - DLX;"<p><strong>Accesoriu pentru canalul de cablu compartimentabil DLX</strong></p> <p>&nbsp;</p> <p><br />Producator: <b>DLX Electric</b><br />Culoare: <b>Alb RAL 9010</b><br />Dimensiune apartaj: <b>45x45 mm (2 module)</b><br />Conexiune: <b>conector tip F</b><br />Ambalare: <b>1 buc.</b><br />";DLX Electric;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2019/06/img3347large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img3347large-0.png
78782;DLX-245-57;29,75;36,5925;40,1625;3,57;Panel echipat cu socket VGA - DLX;"<p><strong>Accesoriu pentru canalul de cablu compartimentabil DLX</strong></p> <p>&nbsp;</p> <p><br />Producator: <b>DLX Electric</b><br />Culoare: <b>Alb RAL 9010</b><br />Dimensiune apartaj: <b>45x45 mm (2 module)</b><br />Conexiune: <b>conector VGA mama</b><br />Ambalare: <b>1 buc.</b><br />";DLX Electric;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2019/06/img3348large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img3348large-0.png
78783;DLX-245-66;20,19;24,8337;27,2565;2,4228;Panel echipat cu comutator - DLX;"<p><strong>Accesoriu pentru canalul de cablu compartimentabil DLX</strong></p> <p>&nbsp;</p> <p><br />Producator: <b>DLX Electric</b><br />Culoare: <b>Alb RAL 9010</b><br />Dimensiune apartaj: <b>45x22.5 mm (1 modul)</b><br />Ambalare: <b>1 buc.</b><br />";DLX Electric;Accesorii Montaj CCTV;Accesorii supraveghere;instock;https://rovision.ro/wp-content/uploads/2019/06/img3349large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img3349large-0.png
78822;MIC-A;13,81;16,9863;18,6435;1,6572;Microfon cu preamplificator MIC-A;"Model / producator: <b>SDcam</b>
Alimentare: <b>9V-12V DC</b>
Conexiune alimentare: <b>Conector mama</b>
Conexiune date: <b>RCA mama</b>
Preamplificator incorporat: <b>Da</b>";Rovision;Accesorii Montaj CCTV;Microfon supraveghere;instock;https://rovision.ro/wp-content/uploads/2021/05/27756_img94large-0.png;https://rovision.ro/wp-content/uploads/2021/07/65380_img94large.png,https://rovision.ro/wp-content/uploads/2021/08/85462_27756_img94large-0.png,https://rovision.ro/wp-content/uploads/2021/08/85463_65380_img94large.png;https://rovision.ro/wp-content/uploads/2021/05/27756_img94large-0.png,https://rovision.ro/wp-content/uploads/2021/07/65380_img94large.png,https://rovision.ro/wp-content/uploads/2021/08/85462_27756_img94large-0.png,https://rovision.ro/wp-content/uploads/2021/08/85463_65380_img94large.png
78824;SDC-12-3B;95,88;117,9324;129,438;11,5056;Sursa de alimentare 12V, 3A, back-up in cabinet metalic;"Sursa de alimentare 12V/3A, back-up - carcasa metalica, tensiune intrare: 190~265Vca, tensiune iesire: 12Vcc +/- 15% intensitate: max 3A, greutate: 1.1 kg, dimensiuni: 203x163x74mm. Loc pentru acumulator back-up 7Ah.
<ul>
 	<li>Model / producator: <b>ASYTECH</b></li>
 	<li>Tip: <b>Sursa alimentare cu BACK-UP</b></li>
 	<li>Mufa alimentare: <b>Tip conector (cu surub)</b></li>
 	<li>Intrare: <b>220 VAC</b></li>
 	<li>Iesire: <b>12 VDC +/- 15%</b></li>
 	<li>Curent la iesire: <b>3 A</b></li>
 	<li>Acumulator back-up: <b>max. 7Ah</b></li>
 	<li>Greutate: <b>1,1 Kg (fara acumulator)</b></li>
 	<li>Dimensiuni: <b>203 x 163 x 74 mm</b></li>
 	<li>Altele: <b>Nu contine acumulator</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/Fisa_tehnica_SDC-12-3Bpdf.pdf>Fisa tehnica</a>";Asytech;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2019/06/img1572large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img1572large-0.png
78825;SDC-12-5B;120,36;148,0428;162,486;14,4432;Sursa alimentare 12V/5A, back-up in cabinet metalic;"Sursa alimentare 12V/5A, back-up - carcasa metalica, tensiune intrare: 190~265Vca, tensiune iesire: 12Vcc +/- 15% intensitate: max 5A, greutate: 1.3kg, dimensiuni: 233mm x 193mm x 74mm, voltaj intrare: 190~265Vac, 50-60Hz. Loc pentru acumulator backup 7Ah
<ul>
 	<li>Model / producator: <b>ASYTECH</b></li>
 	<li>Tip: <b>Sursa alimentare cu BACK-UP</b></li>
 	<li>Mufa alimentare: <b>Tip conector (cu surub)</b></li>
 	<li>Intrare: <b>220 VAC</b></li>
 	<li>Iesire: <b>12 VDC +/- 15%</b></li>
 	<li>Curent la iesire: <b>5 Ah</b></li>
 	<li>Acumulator back-up: <b>max. 7Ah</b></li>
 	<li>Greutate: <b>1,3 Kg (fara acumulator)</b></li>
 	<li>Dimensiuni: <b>233 x 193 x 74 mm</b></li>
 	<li>Altele: <b>Nu contine acumulator</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/fisa_tehnica-SDC-12-5B.pdf>Fisa tehnica</a>

<a href=https://rovision.ro/categorie-produs/surse-alimentare/>Vezi si alte surse de alimentare.</a>";Asytech;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2021/07/27758_img1570large-0.png;https://rovision.ro/wp-content/uploads/2021/07/65398_img1570large.png,https://rovision.ro/wp-content/uploads/2021/07/65399_img1571large.png,https://rovision.ro/wp-content/uploads/2021/08/85467_27758_img1570large-0.png,https://rovision.ro/wp-content/uploads/2021/08/85468_65398_img1570large.png,https://rovision.ro/wp-content/uploads/2021/08/85469_65399_img1571large.png;https://rovision.ro/wp-content/uploads/2021/07/27758_img1570large-0.png,https://rovision.ro/wp-content/uploads/2021/07/65398_img1570large.png,https://rovision.ro/wp-content/uploads/2021/07/65399_img1571large.png,https://rovision.ro/wp-content/uploads/2021/08/85467_27758_img1570large-0.png,https://rovision.ro/wp-content/uploads/2021/08/85468_65398_img1570large.png,https://rovision.ro/wp-content/uploads/2021/08/85469_65399_img1571large.png
78834;SCP-35-12;68,34;84,0582;92,259;8,2008;Sursa in comutatie cu back-up MEAN WELL;"Sursa in comutatie cu back-up Sursa in comutatie iesire 13,8 VDC ( reglabila +15%/-5% ) 2,6 A,

protectie la suprasarcina/scurtcircuit,functie incarcare acumulator, in carcasa metalica de protectie, Producator: MeanWell U.K.
<ul>
 	<li>Model / producator: <b>MEAN WELL</b></li>
 	<li>Tensiune intrare: <b>85 ~ 264VAC 47 ~ 63Hz</b></li>
 	<li>Tensiune iesire: <b>12VDC ( reglabila +15%/-5%) 2.6A</b></li>
 	<li>Dimensiuni: <b>99x97x36 mm</b></li>
 	<li>Iesire acumulator: <b>Da (acumulator 12V neinclus)</b></li>
 	<li>Altele: <b>protectie la suprasarcina/scurtcircuit functie incarcare acumulator in carcasa metalica de protectie</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/SCP-35-SPEC-1.pdf>Fisa tehnica</a>

&nbsp;";MeanWell;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2021/06/27764_img1916large-0.png;https://rovision.ro/wp-content/uploads/2021/06/65487_img1916large.png,https://rovision.ro/wp-content/uploads/2021/06/65488_img1917large.png;https://rovision.ro/wp-content/uploads/2021/06/27764_img1916large-0.png,https://rovision.ro/wp-content/uploads/2021/06/65487_img1916large.png,https://rovision.ro/wp-content/uploads/2021/06/65488_img1917large.png
78835;SCP-50-12;85,68;105,3864;115,668;10,2816;Sursa in comutatie cu back-up MEAN WELL;"Sursa in comutatie cu back-up Tensiune iesire: 13,8 VDC ( reglabila +15%/-5% ) Curent maxim: 3,6 A, Protectie la suprasarcina/scurtcircuit, Functie incarcare acumulator, Carcasa metalica de protectie, Consum fara sarcina: max. 0,75 w Tensiune intrare : 85 - 264 V/AC ± 10% 50/60 Hz Dimensiune: 129x98x38 mm Masa: 0,45 Kg
<ul>
 	<li>Model / producator: <b>MEAN WELL</b></li>
 	<li>Tensiune intrare: <b>85 ~ 264VAC 47 ~ 63Hz</b></li>
 	<li>Tensiune iesire: <b>12VDC ( reglabila +15%/-5%) 3.6A</b></li>
 	<li>Dimensiuni: <b>129x98x38 mm</b></li>
 	<li>Altele: <b>protectie la suprasarcina/scurtcircuit functie incarcare acumulator in carcasa metalica de protectie</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/SCP-35-SPEC-1.pdf>Fisa tehnica</a>";MeanWell;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2019/06/img1918large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img1918large-0.png
78836;SCP-75-12;100,98;124,2054;136,323;12,1176;Sursa in comutatie cu back-up MEAN WELL;"Sursa in comutatie cu back-up Tensiune iesire: 13,8 VDC ( reglabila +15%/-5% ) Curent maxim: 5,4 A, Protectie la suprasarcina/scurtcircuit, Functie incarcare acumulator, Carcasa metalica de protectie, Consum fara sarcina: max. 0,75 w Tensiune intrare : 85 - 264 V/AC ± 10% 50/60 Hz Dimensiune: 159x97x38 mm Masa: 0,5 Kg .
<ul>
 	<li>Model / producator: <b>MEAN WELL</b></li>
 	<li>Tensiune intrare: <b>85 ~ 264VAC 47 ~ 63Hz</b></li>
 	<li>Tensiune iesire: <b>12VDC ( reglabila +15%/-5%) 5.4A</b></li>
 	<li>Dimensiuni: <b>159x97x38 mm</b></li>
 	<li>Altele: <b>protectie la suprasarcina/scurtcircuit functie incarcare acumulator in carcasa metalica de protectie</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/SCP-75-12.pdf>Fisa tehnica</a>";MeanWell;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2021/05/27766_img1920large-0.png;https://rovision.ro/wp-content/uploads/2021/08/65491_img1920large.png,https://rovision.ro/wp-content/uploads/2021/08/65492_img1921large.png,https://rovision.ro/wp-content/uploads/2021/08/85484_27766_img1920large-0.png;https://rovision.ro/wp-content/uploads/2021/05/27766_img1920large-0.png,https://rovision.ro/wp-content/uploads/2021/08/65491_img1920large.png,https://rovision.ro/wp-content/uploads/2021/08/65492_img1921large.png,https://rovision.ro/wp-content/uploads/2021/08/85484_27766_img1920large-0.png
78837;AD-155A;223,38;274,7574;301,563;26,8056;Sursa in comutatie cu back-up MEAN WELL;"Sursa in comutatie cu back-up Tensiune iesire 12 - 14.5 Vcc cu circuit de incarcare acumulator Curent maxim: 10.5 A Tensiune de intrare : 88 - 264 V/AC ± 10% 50/60 Hz Protectie la suprasarcina ,protectie la scurtcircuite Dimensiune: 199x110x50 mm Greutate : 0,88 kg.
<ul>
 	<li>Model / producator: <b>MEAN WELL</b></li>
 	<li>Tensiune intrare: <b>85 ~ 264VAC 47 ~ 63Hz</b></li>
 	<li>Tensiune iesire: <b>12 - 14.5 VDC 10.5A</b></li>
 	<li>Altele: <b>protectie la suprasarcina/scurtcircuit functie incarcare acumulator in carcasa metalica de protectie</b></li>
</ul>
<a href=https://rovision.ro/wp-content/uploads/2019/06/Fisa-tehnica-AD-155.pdf>Fisa tehnica</a>

<a href=https://rovision.ro/wp-content/uploads/2019/06/Declaratie-conformitate.pdf>Declaratie conformitate</a>";MeanWell;Accesorii Montaj CCTV;Sursa alimentare cu back-up;instock;https://rovision.ro/wp-content/uploads/2019/06/img1922large-0.png;;https://rovision.ro/wp-content/uploads/2019/06/img1922large-0.png
